Hour Slot,count,time,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,apparent_temperature,windgusts_10m,weathercode
02/25/2024 12,667,2024-02-25T12:00,10.4,53.0,0.0,24.7,5.3,40.7,1
02/25/2024 13,754,2024-02-25T13:00,12.0,51.0,0.0,22.7,7.4,38.5,1
02/25/2024 14,733,2024-02-25T14:00,13.1,50.0,0.0,21.3,8.4,36.0,1
02/25/2024 15,744,2024-02-25T15:00,13.6,49.0,0.0,19.3,9.2,33.1,1
02/25/2024 16,710,2024-02-25T16:00,13.4,52.0,0.0,16.6,9.5,29.9,2
02/25/2024 17,796,2024-02-25T17:00,11.5,61.0,0.0,14.6,8.0,23.8,2
02/25/2024 18,772,2024-02-25T18:00,8.9,69.0,0.0,15.1,5.2,19.4,2
02/25/2024 19,699,2024-02-25T19:00,9.3,65.0,0.0,14.1,5.6,18.4,3
02/25/2024 20,692,2024-02-25T20:00,8.0,71.0,0.0,14.5,4.3,19.1,2
02/25/2024 21,467,2024-02-25T21:00,6.8,76.0,0.0,13.3,3.2,19.1,3
02/25/2024 22,380,2024-02-25T22:00,5.9,81.0,0.0,10.9,2.7,17.3,3
02/25/2024 23,349,2024-02-25T23:00,6.1,81.0,0.0,9.3,3.1,13.3,3
02/26/2024 00,231,2024-02-26T00:00,5.5,84.0,0.0,9.1,2.6,13.3,3
02/26/2024 01,74,2024-02-26T01:00,4.4,86.0,0.0,5.9,1.8,10.8,3
02/26/2024 02,45,2024-02-26T02:00,3.0,86.0,0.0,11.3,-0.6,13.0,2
02/26/2024 03,44,2024-02-26T03:00,2.2,87.0,0.0,12.7,-1.8,16.2,1
02/26/2024 04,72,2024-02-26T04:00,1.9,87.0,0.0,14.9,-2.4,19.8,0
02/26/2024 05,214,2024-02-26T05:00,1.9,88.0,0.0,16.1,-2.6,22.0,0
02/26/2024 06,362,2024-02-26T06:00,1.9,88.0,0.0,15.1,-2.4,22.0,0
02/26/2024 07,627,2024-02-26T07:00,2.3,87.0,0.0,14.1,-1.8,20.2,0
02/26/2024 08,916,2024-02-26T08:00,4.2,82.0,0.0,13.7,0.3,20.5,0
02/26/2024 09,1012,2024-02-26T09:00,5.4,82.0,0.0,14.9,1.5,24.5,1
02/26/2024 10,1001,2024-02-26T10:00,6.9,79.0,0.0,14.7,3.2,26.3,3
02/26/2024 11,953,2024-02-26T11:00,9.4,73.0,0.0,14.6,6.0,25.9,3
02/26/2024 12,967,2024-02-26T12:00,12.9,67.0,0.0,19.1,9.5,31.0,3
02/26/2024 13,1018,2024-02-26T13:00,15.1,63.0,0.0,19.5,11.8,31.3,1
02/26/2024 14,1081,2024-02-26T14:00,17.5,56.0,0.0,22.7,13.9,34.6,0
02/26/2024 15,1047,2024-02-26T15:00,18.3,51.0,0.0,26.3,13.9,40.0,2
02/26/2024 16,1121,2024-02-26T16:00,17.5,52.0,0.0,24.8,13.2,38.9,1
02/26/2024 17,1049,2024-02-26T17:00,15.7,59.0,0.0,22.8,11.7,34.9,2
02/26/2024 18,981,2024-02-26T18:00,13.7,66.0,0.0,24.1,9.5,33.1,3
02/26/2024 19,868,2024-02-26T19:00,14.0,59.0,0.0,27.1,9.0,37.8,3
02/26/2024 20,746,2024-02-26T20:00,13.7,58.0,0.0,24.5,9.1,38.2,3
02/26/2024 21,485,2024-02-26T21:00,13.7,58.0,0.0,25.3,8.9,34.9,3
02/26/2024 22,340,2024-02-26T22:00,13.9,63.0,0.0,26.5,9.2,36.7,3
02/26/2024 23,269,2024-02-26T23:00,14.0,72.0,0.0,28.1,9.7,39.6,0
02/27/2024 00,214,2024-02-27T00:00,13.5,81.0,0.0,27.9,9.5,40.3,1
02/27/2024 01,123,2024-02-27T01:00,12.8,86.0,0.0,24.9,9.4,39.2,3
02/27/2024 02,44,2024-02-27T02:00,12.3,91.0,0.0,23.7,9.1,34.9,3
02/27/2024 03,34,2024-02-27T03:00,11.6,94.0,0.0,22.0,8.5,33.1,1
02/27/2024 04,78,2024-02-27T04:00,10.8,95.0,0.0,22.6,7.5,31.7,0
02/27/2024 05,153,2024-02-27T05:00,10.6,94.0,0.0,22.8,7.2,32.8,0
02/27/2024 06,302,2024-02-27T06:00,10.2,94.0,0.0,21.7,6.9,32.4,0
02/27/2024 07,756,2024-02-27T07:00,10.6,93.0,0.0,19.7,7.5,29.5,0
02/27/2024 08,1181,2024-02-27T08:00,12.3,88.0,0.0,19.6,9.5,28.4,0
02/27/2024 09,1152,2024-02-27T09:00,14.4,86.0,0.0,22.7,11.7,33.5,0
02/27/2024 10,915,2024-02-27T10:00,16.3,81.0,0.0,26.6,13.4,40.3,1
02/27/2024 11,999,2024-02-27T11:00,18.1,72.0,0.0,27.5,15.0,45.7,0
02/27/2024 12,966,2024-02-27T12:00,19.7,69.0,0.0,26.9,17.4,42.5,0
02/27/2024 13,1021,2024-02-27T13:00,20.9,66.0,0.0,25.6,18.9,41.4,3
02/27/2024 14,1101,2024-02-27T14:00,21.4,63.0,0.0,24.0,19.3,39.6,3
02/27/2024 15,1111,2024-02-27T15:00,21.4,64.0,0.0,21.5,19.7,36.4,3
02/27/2024 16,1160,2024-02-27T16:00,21.2,64.0,0.0,20.6,19.5,31.3,3
02/27/2024 17,1196,2024-02-27T17:00,19.1,74.0,0.0,11.9,18.7,28.8,3
02/27/2024 18,1047,2024-02-27T18:00,13.2,91.0,5.4,10.5,12.2,42.5,63
02/27/2024 19,853,2024-02-27T19:00,11.8,94.0,0.0,15.8,9.8,21.6,2
02/27/2024 20,650,2024-02-27T20:00,10.0,98.0,0.2,19.9,7.0,30.2,51
02/27/2024 21,515,2024-02-27T21:00,11.2,95.0,0.0,13.8,9.2,28.4,1
02/27/2024 22,524,2024-02-27T22:00,11.6,90.0,0.0,17.8,9.0,23.8,0
02/27/2024 23,451,2024-02-27T23:00,11.1,91.0,0.0,21.7,7.9,29.9,0
02/28/2024 00,331,2024-02-28T00:00,10.1,93.0,0.0,25.4,6.1,36.0,1
02/28/2024 01,182,2024-02-28T01:00,7.1,80.0,0.0,30.3,1.2,43.6,3
02/28/2024 02,84,2024-02-28T02:00,4.6,71.0,0.1,31.7,-2.2,46.4,51
02/28/2024 03,51,2024-02-28T03:00,2.5,70.0,0.1,32.5,-4.8,46.8,51
02/28/2024 04,78,2024-02-28T04:00,0.0,65.0,0.0,32.4,-7.6,47.5,1
02/28/2024 05,154,2024-02-28T05:00,-2.0,63.0,0.0,32.2,-9.8,47.5,2
02/28/2024 06,352,2024-02-28T06:00,-3.3,63.0,0.0,33.2,-11.3,48.6,3
02/28/2024 07,849,2024-02-28T07:00,-3.0,68.0,0.1,35.0,-11.2,51.1,71
02/28/2024 08,1275,2024-02-28T08:00,-4.7,59.0,0.0,36.6,-13.4,54.4,1
02/28/2024 09,1230,2024-02-28T09:00,-5.6,51.0,0.0,37.4,-14.6,56.2,0
02/28/2024 10,1101,2024-02-28T10:00,-5.7,48.0,0.0,36.1,-14.5,56.9,0
02/28/2024 11,1105,2024-02-28T11:00,-4.7,43.0,0.0,33.6,-12.9,55.8,0
02/28/2024 12,1129,2024-02-28T12:00,-3.5,42.0,0.0,31.7,-11.1,52.6,0
02/28/2024 13,1144,2024-02-28T13:00,-2.3,40.0,0.0,29.5,-9.5,50.0,0
02/28/2024 14,1113,2024-02-28T14:00,-1.3,37.0,0.0,29.2,-8.8,47.5,0
02/28/2024 15,1221,2024-02-28T15:00,-0.9,35.0,0.0,28.6,-8.7,46.4,0
02/28/2024 16,1294,2024-02-28T16:00,-1.2,35.0,0.0,27.6,-8.8,44.6,0
02/28/2024 17,1444,2024-02-28T17:00,-1.9,36.0,0.0,26.6,-9.4,42.1,0
02/28/2024 18,1312,2024-02-28T18:00,-2.8,41.0,0.0,22.2,-9.6,38.9,0
02/28/2024 19,1032,2024-02-28T19:00,-3.2,44.0,0.0,19.8,-9.6,31.7,0
02/28/2024 20,870,2024-02-28T20:00,-3.8,47.0,0.0,18.6,-10.1,28.1,0
02/28/2024 21,651,2024-02-28T21:00,-4.3,43.0,0.0,20.7,-11.0,29.2,0
02/28/2024 22,467,2024-02-28T22:00,-4.7,38.0,0.0,23.0,-11.7,32.4,0
02/28/2024 23,361,2024-02-28T23:00,-5.2,36.0,0.0,22.7,-12.2,32.8,0
02/29/2024 00,228,2024-02-29T00:00,-5.6,35.0,0.0,21.3,-12.5,32.0,0
02/29/2024 01,96,2024-02-29T01:00,-5.9,33.0,0.0,20.3,-12.6,29.9,0
02/29/2024 02,38,2024-02-29T02:00,-6.1,34.0,0.0,17.5,-12.4,28.8,0
02/29/2024 03,39,2024-02-29T03:00,-6.2,35.0,0.0,15.0,-12.2,24.8,0
02/29/2024 04,91,2024-02-29T04:00,-6.4,36.0,0.0,11.7,-11.9,20.5,0
02/29/2024 05,169,2024-02-29T05:00,-6.8,39.0,0.0,9.3,-12.0,16.2,0
02/29/2024 06,370,2024-02-29T06:00,-7.1,39.0,0.0,8.5,-12.1,11.9,0
02/29/2024 07,814,2024-02-29T07:00,-6.9,42.0,0.0,6.6,-11.6,10.8,0
02/29/2024 08,1121,2024-02-29T08:00,-5.3,33.0,0.0,7.2,-10.2,14.4,0
02/29/2024 09,1123,2024-02-29T09:00,-4.0,28.0,0.0,4.4,-8.4,14.8,0
02/29/2024 10,984,2024-02-29T10:00,-2.3,33.0,0.0,7.9,-7.1,18.0,0
02/29/2024 11,1084,2024-02-29T11:00,0.0,31.0,0.0,13.7,-5.3,25.2,1
02/29/2024 12,1093,2024-02-29T12:00,2.3,27.0,0.0,17.8,-3.3,31.0,1
02/29/2024 13,1165,2024-02-29T13:00,3.7,27.0,0.0,19.3,-2.1,32.8,2
02/29/2024 14,1195,2024-02-29T14:00,4.6,28.0,0.0,21.7,-1.7,34.9,0
02/29/2024 15,1312,2024-02-29T15:00,5.3,28.0,0.0,23.5,-1.5,36.7,0
02/29/2024 16,1321,2024-02-29T16:00,5.4,30.0,0.0,24.6,-1.6,37.4,0
02/29/2024 17,1433,2024-02-29T17:00,4.3,39.0,0.0,20.5,-1.9,37.1,0
02/29/2024 18,1319,2024-02-29T18:00,2.4,46.0,0.0,20.2,-3.7,29.5,0
02/29/2024 19,1215,2024-02-29T19:00,2.3,51.0,0.0,22.0,-3.9,30.6,0
02/29/2024 20,978,2024-02-29T20:00,1.9,51.0,0.0,24.5,-4.7,34.2,0
02/29/2024 21,708,2024-02-29T21:00,1.6,52.0,0.0,25.3,-5.1,36.4,0
02/29/2024 22,581,2024-02-29T22:00,1.3,52.0,0.0,25.9,-5.5,37.1,0
02/29/2024 23,449,2024-02-29T23:00,1.0,53.0,0.0,24.6,-5.6,36.7,0
